Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,338.0,339.5,336.0,337.54998779296875,311.421630859375,635013
2010-01-05,338.54998779296875,342.3999938964844,330.5,331.5,305.8399353027344,1664976
2010-01-06,332.0,348.8999938964844,330.3500061035156,344.8999938964844,318.2026672363281,3580916
2010-01-07,346.0,350.3999938964844,340.5,342.04998779296875,315.57330322265625,1555841
2010-01-08,345.0,346.5,340.20001220703125,341.1000061035156,314.6968688964844,913410
2010-01-11,343.79998779296875,346.20001220703125,341.0,342.29998779296875,315.803955078125,741426
2010-01-12,342.29998779296875,344.3999938964844,336.54998779296875,339.6499938964844,313.359130859375,1083070
2010-01-13,338.8999938964844,345.70001220703125,337.0,341.8500061035156,315.38885498046875,957815
2010-01-14,344.45001220703125,345.0,340.0,340.79998779296875,314.42010498046875,750438
2010-01-15,341.29998779296875,353.0,338.6499938964844,350.20001220703125,323.09246826171875,2637077
2010-01-18,349.5,358.3999938964844,345.1000061035156,348.04998779296875,321.10894775390625,1472491
2010-01-19,348.8999938964844,351.5,341.0,342.45001220703125,315.9423522949219,717425
2010-01-20,343.0,347.70001220703125,341.3999938964844,342.54998779296875,316.0346984863281,713101
2010-01-21,342.54998779296875,347.95001220703125,336.0,337.5,311.3755187988281,764069
2010-01-22,335.79998779296875,337.0,323.3500061035156,330.29998779296875,304.7328796386719,1541620
2010-01-25,325.0,332.70001220703125,320.0,326.95001220703125,301.6422424316406,527544
2010-01-27,326.0,326.8500061035156,310.0,313.5,289.2333068847656,1479710
2010-01-28,316.1000061035156,328.0,314.20001220703125,317.8500061035156,293.2465515136719,2473512
2010-01-29,318.1000061035156,323.75,303.0,317.20001220703125,292.6469421386719,2282638
2010-02-01,319.0,327.8999938964844,316.5,326.04998779296875,300.81182861328125,964639
2010-02-02,326.04998779296875,329.8999938964844,311.25,313.75,289.4639892578125,1101300
2010-02-03,318.8500061035156,327.0,316.0,320.70001220703125,295.8759765625,668662
2010-02-04,320.5,320.70001220703125,310.6000061035156,313.1499938964844,288.910400390625,883457
2010-02-05,310.0,313.0,304.6000061035156,309.5,285.54290771484375,1380008
2010-02-08,311.5,318.0,304.45001220703125,316.75,292.231689453125,790303
2010-02-09,317.0,322.8999938964844,314.3500061035156,321.3999938964844,296.5216979980469,837918
2010-02-10,323.0,325.6000061035156,311.25,312.25,288.0799865722656,930007
2010-02-11,313.0,317.75,311.3500061035156,312.1000061035156,287.9416198730469,536129
2010-02-15,313.0,317.95001220703125,312.0,316.70001220703125,292.1855773925781,722606
2010-02-16,317.0,323.5,316.3500061035156,322.5,297.5366516113281,770797
2010-02-17,323.0,325.8999938964844,317.04998779296875,318.79998779296875,294.1230163574219,906159
2010-02-18,319.0,324.75,317.1000061035156,318.0,293.3849182128906,565791
2010-02-19,318.0,319.0,313.1000061035156,316.1499938964844,291.6781005859375,510660
2010-02-22,317.1499938964844,320.3999938964844,311.1000061035156,312.79998779296875,288.58746337890625,756896
2010-02-23,312.54998779296875,312.95001220703125,305.3500061035156,309.8999938964844,285.9119567871094,816336
2010-02-24,309.0,309.5,302.04998779296875,303.1499938964844,279.6843566894531,1128945
2010-02-25,304.5,309.79998779296875,301.79998779296875,303.54998779296875,280.0534973144531,1838444
2010-02-26,305.0,319.0,303.3500061035156,316.1499938964844,291.6781005859375,1066163
2010-03-02,311.0,319.95001220703125,311.0,315.29998779296875,290.8939208984375,699176
2010-03-03,316.0,321.8999938964844,315.54998779296875,320.54998779296875,295.737548828125,1130913
2010-03-04,320.54998779296875,321.8999938964844,315.20001220703125,318.25,293.6156311035156,1419352
2010-03-05,321.0,325.5,319.75,321.29998779296875,296.4294738769531,1365247
2010-03-08,321.5,324.8999938964844,318.04998779296875,321.6000061035156,296.7063293457031,841443
2010-03-09,322.0,323.8500061035156,314.0,314.45001220703125,290.10980224609375,915288
2010-03-10,315.0,320.0,314.5,316.20001220703125,291.72430419921875,852963
2010-03-11,316.5,320.45001220703125,316.1000061035156,318.29998779296875,293.6617126464844,1038962
2010-03-12,319.04998779296875,321.29998779296875,315.1000061035156,316.0,291.53973388671875,462648
2010-03-15,316.1000061035156,321.0,313.1000061035156,314.3999938964844,290.0635681152344,370546
