Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,377.3999938964844,379.45001220703125,374.5249938964844,375.82501220703125,286.17626953125,1963682
2010-01-05,377.5,379.7749938964844,373.2749938964844,375.92498779296875,286.2522888183594,2014488
2010-01-06,375.92498779296875,376.1000061035156,366.5,367.42498779296875,279.77996826171875,3349176
2010-01-07,367.75,369.70001220703125,355.5,357.20001220703125,271.9939270019531,6474892
2010-01-08,358.0,359.25,348.25,349.8999938964844,266.43524169921875,6048178
2010-01-11,352.0,360.04998779296875,350.20001220703125,357.1000061035156,271.91790771484375,4318408
2010-01-12,366.0,377.0,363.5,375.0249938964844,285.5670166015625,9027690
2010-01-13,372.5,398.20001220703125,372.32501220703125,394.2749938964844,300.22503662109375,10910272
2010-01-14,399.2250061035156,399.2250061035156,384.67498779296875,389.92498779296875,296.912841796875,10327614
2010-01-15,398.0,399.79998779296875,386.125,395.70001220703125,301.3102722167969,7945008
2010-01-18,400.0,414.5,396.5,401.1000061035156,305.42230224609375,7261084
2010-01-19,401.1000061035156,401.1000061035156,389.32501220703125,390.3500061035156,297.2364807128906,5154850
2010-01-20,396.1000061035156,396.1000061035156,385.45001220703125,389.70001220703125,296.741455078125,4347054
2010-01-21,386.125,395.9750061035156,383.95001220703125,385.32501220703125,293.41015625,5089504
2010-01-22,380.5,382.5,372.3500061035156,378.92498779296875,288.53680419921875,7574990
2010-01-25,378.75,382.75,370.57501220703125,378.1000061035156,287.9085998535156,3008286
2010-01-27,375.0,379.8500061035156,370.07501220703125,371.6499938964844,283.74755859375,4844398
2010-01-28,374.75,378.9750061035156,363.8500061035156,370.875,283.1557922363281,6537196
2010-01-29,367.0,369.8999938964844,356.07501220703125,368.1000061035156,281.0372314453125,5473326
2010-02-01,367.17498779296875,381.3999938964844,360.0,373.07501220703125,284.8356628417969,3378012
2010-02-02,377.5,381.32501220703125,367.5,369.20001220703125,281.87701416015625,4739188
2010-02-03,372.0,378.45001220703125,367.75,376.4750061035156,287.43145751953125,2977676
2010-02-04,376.4750061035156,376.95001220703125,366.25,369.3500061035156,281.9915466308594,2716612
2010-02-05,367.5,367.5,358.29998779296875,361.75,276.1889953613281,4607118
2010-02-08,364.5,367.375,354.07501220703125,362.07501220703125,276.43731689453125,4170344
2010-02-09,362.5,370.9750061035156,360.5249938964844,367.57501220703125,280.6363830566406,3005894
2010-02-10,369.95001220703125,371.8500061035156,364.04998779296875,366.1499938964844,279.54833984375,2337374
2010-02-11,368.9750061035156,373.9750061035156,367.5,371.3500061035156,283.51849365234375,2413156
2010-02-15,375.0,375.0,369.2749938964844,373.07501220703125,284.8356628417969,1956482
2010-02-16,373.625,382.4750061035156,371.1000061035156,379.07501220703125,289.4163818359375,1660490
2010-02-17,382.45001220703125,383.9750061035156,376.2749938964844,379.32501220703125,289.6072998046875,2528290
2010-02-18,380.0,383.4750061035156,377.75,379.3999938964844,289.66455078125,1814806
2010-02-19,377.45001220703125,379.75,372.8999938964844,375.2749938964844,286.51513671875,2215880
2010-02-22,378.5,381.8500061035156,376.8999938964844,378.625,289.0729675292969,2143460
2010-02-23,379.5,382.5,375.625,381.04998779296875,290.9243469238281,1853052
2010-02-24,378.0,385.3500061035156,376.04998779296875,382.67498779296875,292.1650390625,4076058
2010-02-25,384.8999938964844,384.8999938964844,380.625,383.125,292.5085754394531,2672984
2010-02-26,383.54998779296875,389.2749938964844,373.07501220703125,380.8999938964844,290.809814453125,3015934
2010-03-02,381.0,384.5,377.5,381.6000061035156,291.3442077636719,4053352
2010-03-03,384.5,387.0,382.07501220703125,384.375,293.462890625,2754742
2010-03-04,384.0,385.0,378.5,381.95001220703125,291.6115417480469,2053606
2010-03-05,382.5,383.4750061035156,380.07501220703125,381.29998779296875,291.1151428222656,1287312
2010-03-08,383.79998779296875,385.0,380.1499938964844,381.3500061035156,291.1534118652344,3015740
2010-03-09,381.5,389.25,381.5,384.3500061035156,293.4439392089844,3457732
2010-03-10,381.8500061035156,392.2250061035156,380.0,390.0249938964844,297.77655029296875,4587874
2010-03-11,390.0249938964844,397.45001220703125,385.9750061035156,395.79998779296875,302.1856689453125,3214030
2010-03-12,400.0,400.0,396.0,398.4750061035156,304.2279968261719,2510976
2010-03-15,398.4750061035156,410.0,395.57501220703125,409.0,312.2635803222656,6054434
2010-03-16,410.75,415.9750061035156,407.8999938964844,414.5,316.46270751953125,3088856
2010-03-17,417.0,422.95001220703125,415.0,420.3500061035156,320.9291076660156,4174794
2010-03-18,422.5,422.5,410.25,412.92498779296875,315.26025390625,3724554
2010-03-19,402.625,417.2250061035156,402.625,410.45001220703125,313.37066650390625,4716624
2010-03-22,407.45001220703125,416.8999938964844,403.07501220703125,413.79998779296875,315.9283142089844,3310110
2010-03-23,415.0,416.5,411.04998779296875,414.32501220703125,316.32904052734375,1694964
2010-03-25,412.04998779296875,418.3999938964844,409.0,414.8999938964844,316.76812744140625,5517582
2010-03-26,415.0,418.0,411.1499938964844,412.5249938964844,314.9547424316406,1997806
2010-03-29,412.0,414.6499938964844,404.2749938964844,405.9750061035156,309.9539794921875,3443266
2010-03-30,404.29998779296875,408.04998779296875,398.57501220703125,400.0,305.3923034667969,3097160
2010-03-31,400.0,403.625,388.6499938964844,390.32501220703125,298.005615234375,7083046
2010-04-01,393.17498779296875,404.8999938964844,391.04998779296875,403.8999938964844,308.3698425292969,5781432
2010-04-05,408.5,408.5,399.625,401.67498779296875,306.671142578125,3001836
2010-04-06,404.45001220703125,404.45001220703125,396.07501220703125,398.0249938964844,303.8843078613281,3702366
2010-04-07,395.0,404.5,390.57501220703125,399.0249938964844,304.6477966308594,3024558
2010-04-08,398.0,403.75,395.0,399.7250061035156,305.18231201171875,4494438
2010-04-09,401.0,403.95001220703125,394.125,395.79998779296875,302.1856689453125,3018012
2010-04-12,395.5,400.0,395.04998779296875,399.04998779296875,304.6669616699219,2869882
2010-04-13,400.0,411.8999938964844,393.625,410.42498779296875,313.3515625,8404916
